, Media,Compound,Date,Negative,Neutral,Positive,Tweets_Ago
0,BBC,0.0,Mon Jan 08 07:04:28 +0000 2018,0.0,1.0,0.0,1
1,BBC,0.5719,Mon Jan 08 07:04:27 +0000 2018,0.0,0.85,0.15,2
2,BBC,-0.6597,Mon Jan 08 07:04:27 +0000 2018,0.306,0.694,0.0,3
3,BBC,0.7906,Mon Jan 08 07:04:26 +0000 2018,0.0,0.75,0.25,4
4,BBC,0.0,Mon Jan 08 07:04:25 +0000 2018,0.0,1.0,0.0,5
5,BBC,0.5994,Mon Jan 08 07:04:25 +0000 2018,0.075,0.717,0.208,6
6,BBC,-0.5423,Mon Jan 08 07:04:25 +0000 2018,0.218,0.691,0.091,7
7,BBC,0.5719,Mon Jan 08 07:04:24 +0000 2018,0.0,0.575,0.425,8
8,BBC,0.5719,Mon Jan 08 07:04:23 +0000 2018,0.0,0.85,0.15,9
9,BBC,0.6369,Mon Jan 08 07:04:23 +0000 2018,0.0,0.755,0.245,10
10,BBC,0.6369,Mon Jan 08 07:04:23 +0000 2018,0.0,0.802,0.198,11
11,BBC,-0.4404,Mon Jan 08 07:04:22 +0000 2018,0.253,0.642,0.106,12
12,BBC,0.5106,Mon Jan 08 07:04:22 +0000 2018,0.092,0.683,0.225,13
13,BBC,-0.4767,Mon Jan 08 07:04:22 +0000 2018,0.256,0.744,0.0,14
14,BBC,0.0,Mon Jan 08 07:04:20 +0000 2018,0.0,1.0,0.0,15
15,BBC,0.5719,Mon Jan 08 07:04:20 +0000 2018,0.0,0.85,0.15,16
16,BBC,-0.2263,Mon Jan 08 07:04:19 +0000 2018,0.087,0.913,0.0,17
17,BBC,0.0,Mon Jan 08 07:04:19 +0000 2018,0.0,1.0,0.0,18
18,BBC,0.3612,Mon Jan 08 07:04:19 +0000 2018,0.0,0.898,0.102,19
19,BBC,0.0,Mon Jan 08 07:04:18 +0000 2018,0.0,1.0,0.0,20
20,BBC,0.5719,Mon Jan 08 07:04:18 +0000 2018,0.0,0.85,0.15,21
21,BBC,0.5719,Mon Jan 08 07:04:18 +0000 2018,0.0,0.85,0.15,22
22,BBC,-0.2617,Mon Jan 08 07:04:18 +0000 2018,0.127,0.785,0.088,23
23,BBC,-0.6486,Mon Jan 08 07:04:18 +0000 2018,0.374,0.485,0.141,24
24,BBC,-0.3595,Mon Jan 08 07:04:18 +0000 2018,0.161,0.839,0.0,25
25,BBC,-0.2732,Mon Jan 08 07:04:17 +0000 2018,0.123,0.877,0.0,26
26,BBC,0.0,Mon Jan 08 07:04:17 +0000 2018,0.0,1.0,0.0,27
27,BBC,0.0,Mon Jan 08 07:04:16 +0000 2018,0.0,1.0,0.0,28
28,BBC,0.5267,Mon Jan 08 07:04:15 +0000 2018,0.094,0.644,0.262,29
29,BBC,-0.1027,Mon Jan 08 07:04:15 +0000 2018,0.123,0.877,0.0,30
30,BBC,0.0,Mon Jan 08 07:04:15 +0000 2018,0.0,1.0,0.0,31
31,BBC,0.0,Mon Jan 08 07:04:15 +0000 2018,0.0,1.0,0.0,32
32,BBC,-0.25,Mon Jan 08 07:04:14 +0000 2018,0.233,0.631,0.136,33
33,BBC,0.836,Mon Jan 08 07:04:13 +0000 2018,0.0,0.683,0.317,34
34,BBC,0.0,Mon Jan 08 07:04:13 +0000 2018,0.0,1.0,0.0,35
35,BBC,0.0,Mon Jan 08 07:04:12 +0000 2018,0.0,1.0,0.0,36
36,BBC,0.2023,Mon Jan 08 07:04:12 +0000 2018,0.0,0.625,0.375,37
37,BBC,0.0,Mon Jan 08 07:04:12 +0000 2018,0.0,1.0,0.0,38
38,BBC,-0.3818,Mon Jan 08 07:04:12 +0000 2018,0.11,0.89,0.0,39
39,BBC,0.0,Mon Jan 08 07:04:12 +0000 2018,0.0,1.0,0.0,40
40,BBC,-0.4215,Mon Jan 08 07:04:11 +0000 2018,0.104,0.896,0.0,41
41,BBC,0.0,Mon Jan 08 07:04:10 +0000 2018,0.0,1.0,0.0,42
42,BBC,0.5106,Mon Jan 08 07:04:10 +0000 2018,0.092,0.683,0.225,43
43,BBC,0.5719,Mon Jan 08 07:04:09 +0000 2018,0.0,0.85,0.15,44
44,BBC,-0.6597,Mon Jan 08 07:04:09 +0000 2018,0.306,0.694,0.0,45
45,BBC,0.6908,Mon Jan 08 07:04:09 +0000 2018,0.065,0.651,0.284,46
46,BBC,-0.3626,Mon Jan 08 07:04:09 +0000 2018,0.111,0.889,0.0,47
47,BBC,0.5994,Mon Jan 08 07:04:08 +0000 2018,0.075,0.717,0.208,48
48,BBC,0.5106,Mon Jan 08 07:04:07 +0000 2018,0.092,0.683,0.225,49
49,BBC,-0.8316,Mon Jan 08 07:04:07 +0000 2018,0.328,0.672,0.0,50
50,BBC,0.0,Mon Jan 08 07:04:07 +0000 2018,0.0,1.0,0.0,51
51,BBC,0.6808,Mon Jan 08 07:04:06 +0000 2018,0.0,0.811,0.189,52
52,BBC,-0.34,Mon Jan 08 07:04:06 +0000 2018,0.167,0.833,0.0,53
53,BBC,0.0258,Mon Jan 08 07:04:06 +0000 2018,0.142,0.711,0.146,54
54,BBC,0.0,Mon Jan 08 07:04:06 +0000 2018,0.0,1.0,0.0,55
55,BBC,0.4939,Mon Jan 08 07:04:06 +0000 2018,0.0,0.849,0.151,56
56,BBC,-0.4215,Mon Jan 08 07:04:05 +0000 2018,0.167,0.833,0.0,57
57,BBC,0.0,Mon Jan 08 07:04:05 +0000 2018,0.0,1.0,0.0,58
58,BBC,-0.5267,Mon Jan 08 07:04:04 +0000 2018,0.185,0.815,0.0,59
59,BBC,0.0,Mon Jan 08 07:04:04 +0000 2018,0.0,1.0,0.0,60
60,BBC,0.5719,Mon Jan 08 07:04:04 +0000 2018,0.0,0.85,0.15,61
61,BBC,0.0,Mon Jan 08 07:04:04 +0000 2018,0.0,1.0,0.0,62
62,BBC,-0.4767,Mon Jan 08 07:04:03 +0000 2018,0.193,0.807,0.0,63
63,BBC,0.0,Mon Jan 08 07:04:03 +0000 2018,0.0,1.0,0.0,64
64,BBC,0.0,Mon Jan 08 07:04:01 +0000 2018,0.0,1.0,0.0,65
65,BBC,-0.6675,Mon Jan 08 07:04:00 +0000 2018,0.227,0.675,0.097,66
66,BBC,-0.7351,Mon Jan 08 07:04:00 +0000 2018,0.41,0.513,0.077,67
67,BBC,0.25,Mon Jan 08 07:03:59 +0000 2018,0.0,0.92,0.08,68
68,BBC,-0.5267,Mon Jan 08 07:03:58 +0000 2018,0.185,0.815,0.0,69
69,BBC,0.0,Mon Jan 08 07:03:57 +0000 2018,0.0,1.0,0.0,70
70,BBC,-0.2716,Mon Jan 08 07:03:57 +0000 2018,0.192,0.684,0.124,71
71,BBC,-0.7096,Mon Jan 08 07:03:57 +0000 2018,0.457,0.543,0.0,72
72,BBC,-0.4767,Mon Jan 08 07:03:57 +0000 2018,0.134,0.866,0.0,73
73,BBC,0.0,Mon Jan 08 07:03:57 +0000 2018,0.0,1.0,0.0,74
74,BBC,0.0,Mon Jan 08 07:03:57 +0000 2018,0.0,1.0,0.0,75
75,BBC,0.2023,Mon Jan 08 07:03:56 +0000 2018,0.0,0.927,0.073,76
76,BBC,-0.1027,Mon Jan 08 07:03:55 +0000 2018,0.123,0.877,0.0,77
77,BBC,0.5719,Mon Jan 08 07:03:55 +0000 2018,0.0,0.85,0.15,78
78,BBC,0.0,Mon Jan 08 07:03:55 +0000 2018,0.0,1.0,0.0,79
79,BBC,0.5719,Mon Jan 08 07:03:55 +0000 2018,0.0,0.85,0.15,80
80,BBC,0.0,Mon Jan 08 07:03:54 +0000 2018,0.0,1.0,0.0,81
81,BBC,0.2023,Mon Jan 08 07:03:54 +0000 2018,0.104,0.764,0.132,82
82,BBC,0.6597,Mon Jan 08 07:03:54 +0000 2018,0.07,0.704,0.225,83
83,BBC,0.5719,Mon Jan 08 07:03:53 +0000 2018,0.0,0.85,0.15,84
84,BBC,0.5106,Mon Jan 08 07:03:53 +0000 2018,0.092,0.683,0.225,85
85,BBC,0.5719,Mon Jan 08 07:03:52 +0000 2018,0.0,0.85,0.15,86
86,BBC,0.5719,Mon Jan 08 07:03:52 +0000 2018,0.0,0.85,0.15,87
87,BBC,0.2732,Mon Jan 08 07:03:51 +0000 2018,0.0,0.89,0.11,88
88,BBC,0.5719,Mon Jan 08 07:03:51 +0000 2018,0.0,0.85,0.15,89
89,BBC,0.4754,Mon Jan 08 07:03:50 +0000 2018,0.042,0.837,0.121,90
90,BBC,0.0,Mon Jan 08 07:03:50 +0000 2018,0.0,1.0,0.0,91
91,BBC,0.0,Mon Jan 08 07:03:49 +0000 2018,0.0,1.0,0.0,92
92,BBC,0.0,Mon Jan 08 07:03:49 +0000 2018,0.0,1.0,0.0,93
93,BBC,-0.6705,Mon Jan 08 07:03:49 +0000 2018,0.295,0.492,0.213,94
94,BBC,0.4404,Mon Jan 08 07:03:47 +0000 2018,0.0,0.756,0.244,95
95,BBC,0.0,Mon Jan 08 07:03:47 +0000 2018,0.0,1.0,0.0,96
96,BBC,0.0,Mon Jan 08 07:03:47 +0000 2018,0.0,1.0,0.0,97
97,BBC,0.5719,Mon Jan 08 07:03:46 +0000 2018,0.0,0.85,0.15,98
98,BBC,0.2732,Mon Jan 08 07:03:46 +0000 2018,0.0,0.9,0.1,99
99,BBC,0.6808,Mon Jan 08 07:03:46 +0000 2018,0.0,0.811,0.189,100
100,CBS,0.0,Mon Jan 08 07:04:28 +0000 2018,0.0,1.0,0.0,1
101,CBS,-0.5574,Mon Jan 08 07:04:09 +0000 2018,0.135,0.865,0.0,2
102,CBS,0.1867,Mon Jan 08 07:04:07 +0000 2018,0.0,0.89,0.11,3
103,CBS,-0.3595,Mon Jan 08 07:04:03 +0000 2018,0.111,0.889,0.0,4
104,CBS,0.2023,Mon Jan 08 07:03:31 +0000 2018,0.0,0.921,0.079,5
105,CBS,0.1139,Mon Jan 08 07:03:22 +0000 2018,0.0,0.941,0.059,6
106,CBS,-0.6908,Mon Jan 08 07:02:52 +0000 2018,0.37,0.63,0.0,7
107,CBS,0.4168,Mon Jan 08 07:02:29 +0000 2018,0.0,0.824,0.176,8
108,CBS,-0.296,Mon Jan 08 07:02:25 +0000 2018,0.145,0.855,0.0,9
109,CBS,0.0,Mon Jan 08 07:02:14 +0000 2018,0.0,1.0,0.0,10
110,CBS,0.0,Mon Jan 08 07:02:08 +0000 2018,0.0,1.0,0.0,11
111,CBS,-0.4588,Mon Jan 08 07:01:25 +0000 2018,0.174,0.761,0.065,12
112,CBS,0.25,Mon Jan 08 07:01:22 +0000 2018,0.102,0.739,0.159,13
113,CBS,0.0,Mon Jan 08 07:01:07 +0000 2018,0.0,1.0,0.0,14
114,CBS,0.0,Mon Jan 08 07:00:47 +0000 2018,0.0,1.0,0.0,15
115,CBS,0.0,Mon Jan 08 07:00:18 +0000 2018,0.0,1.0,0.0,16
116,CBS,0.6588,Mon Jan 08 07:00:13 +0000 2018,0.0,0.715,0.285,17
117,CBS,0.0,Mon Jan 08 07:00:13 +0000 2018,0.0,1.0,0.0,18
118,CBS,0.7506,Mon Jan 08 07:00:01 +0000 2018,0.066,0.659,0.275,19
119,CBS,0.7506,Mon Jan 08 07:00:01 +0000 2018,0.066,0.659,0.275,20
120,CBS,-0.7263,Mon Jan 08 06:59:42 +0000 2018,0.465,0.535,0.0,21
121,CBS,0.0,Mon Jan 08 06:59:35 +0000 2018,0.0,1.0,0.0,22
122,CBS,0.5106,Mon Jan 08 06:59:32 +0000 2018,0.0,0.845,0.155,23
123,CBS,0.5106,Mon Jan 08 06:59:32 +0000 2018,0.0,0.845,0.155,24
124,CBS,0.5106,Mon Jan 08 06:59:32 +0000 2018,0.0,0.845,0.155,25
125,CBS,0.128,Mon Jan 08 06:59:20 +0000 2018,0.0,0.936,0.064,26
126,CBS,0.577,Mon Jan 08 06:59:16 +0000 2018,0.0,0.823,0.177,27
127,CBS,0.0,Mon Jan 08 06:58:36 +0000 2018,0.0,1.0,0.0,28
128,CBS,0.0,Mon Jan 08 06:58:26 +0000 2018,0.0,1.0,0.0,29
129,CBS,-0.296,Mon Jan 08 06:57:59 +0000 2018,0.091,0.909,0.0,30
130,CBS,0.0,Mon Jan 08 06:57:20 +0000 2018,0.0,1.0,0.0,31
131,CBS,0.7096,Mon Jan 08 06:56:54 +0000 2018,0.0,0.753,0.247,32
132,CBS,0.577,Mon Jan 08 06:56:32 +0000 2018,0.0,0.823,0.177,33
133,CBS,0.25,Mon Jan 08 06:56:16 +0000 2018,0.061,0.802,0.137,34
134,CBS,-0.296,Mon Jan 08 06:56:16 +0000 2018,0.104,0.896,0.0,35
135,CBS,0.0,Mon Jan 08 06:56:14 +0000 2018,0.0,1.0,0.0,36
136,CBS,0.0,Mon Jan 08 06:56:10 +0000 2018,0.0,1.0,0.0,37
137,CBS,0.4926,Mon Jan 08 06:55:14 +0000 2018,0.0,0.803,0.197,38
138,CBS,0.0,Mon Jan 08 06:55:13 +0000 2018,0.0,1.0,0.0,39
139,CBS,0.0,Mon Jan 08 06:55:05 +0000 2018,0.0,1.0,0.0,40
140,CBS,-0.5574,Mon Jan 08 06:55:02 +0000 2018,0.153,0.847,0.0,41
141,CBS,-0.4574,Mon Jan 08 06:54:59 +0000 2018,0.13,0.87,0.0,42
142,CBS,0.0,Mon Jan 08 06:54:20 +0000 2018,0.0,1.0,0.0,43
143,CBS,0.0,Mon Jan 08 06:53:49 +0000 2018,0.0,1.0,0.0,44
144,CBS,0.7263,Mon Jan 08 06:53:47 +0000 2018,0.0,0.711,0.289,45
145,CBS,0.4215,Mon Jan 08 06:53:36 +0000 2018,0.0,0.714,0.286,46
146,CBS,-0.25,Mon Jan 08 06:53:31 +0000 2018,0.286,0.714,0.0,47
147,CBS,-0.25,Mon Jan 08 06:53:19 +0000 2018,0.083,0.917,0.0,48
148,CBS,0.0,Mon Jan 08 06:53:09 +0000 2018,0.0,1.0,0.0,49
149,CBS,0.7263,Mon Jan 08 06:52:51 +0000 2018,0.0,0.711,0.289,50
150,CBS,0.0,Mon Jan 08 06:52:14 +0000 2018,0.0,1.0,0.0,51
151,CBS,0.0,Mon Jan 08 06:51:52 +0000 2018,0.0,1.0,0.0,52
152,CBS,0.0258,Mon Jan 08 06:51:39 +0000 2018,0.0,0.936,0.064,53
153,CBS,0.8519,Mon Jan 08 06:51:37 +0000 2018,0.0,0.696,0.304,54
154,CBS,0.4588,Mon Jan 08 06:51:30 +0000 2018,0.115,0.71,0.175,55
155,CBS,0.0,Mon Jan 08 06:51:22 +0000 2018,0.0,1.0,0.0,56
156,CBS,0.4404,Mon Jan 08 06:50:59 +0000 2018,0.0,0.879,0.121,57
157,CBS,0.0,Mon Jan 08 06:50:51 +0000 2018,0.0,1.0,0.0,58
158,CBS,0.7096,Mon Jan 08 06:50:38 +0000 2018,0.0,0.734,0.266,59
159,CBS,0.7506,Mon Jan 08 06:50:27 +0000 2018,0.0,0.726,0.274,60
160,CBS,0.0,Mon Jan 08 06:50:20 +0000 2018,0.0,1.0,0.0,61
161,CBS,-0.7579,Mon Jan 08 06:50:07 +0000 2018,0.265,0.735,0.0,62
162,CBS,-0.5849,Mon Jan 08 06:49:43 +0000 2018,0.166,0.834,0.0,63
163,CBS,-0.4767,Mon Jan 08 06:49:39 +0000 2018,0.204,0.796,0.0,64
164,CBS,0.4404,Mon Jan 08 06:49:29 +0000 2018,0.0,0.861,0.139,65
165,CBS,0.0,Mon Jan 08 06:49:06 +0000 2018,0.0,1.0,0.0,66
166,CBS,0.7855,Mon Jan 08 06:48:54 +0000 2018,0.0,0.711,0.289,67
167,CBS,0.4404,Mon Jan 08 06:48:45 +0000 2018,0.081,0.696,0.223,68
168,CBS,0.0,Mon Jan 08 06:48:45 +0000 2018,0.0,1.0,0.0,69
169,CBS,-0.802,Mon Jan 08 06:48:36 +0000 2018,0.396,0.604,0.0,70
170,CBS,-0.5719,Mon Jan 08 06:48:03 +0000 2018,0.236,0.764,0.0,71
171,CBS,-0.126,Mon Jan 08 06:47:53 +0000 2018,0.214,0.587,0.199,72
172,CBS,0.0,Mon Jan 08 06:47:48 +0000 2018,0.0,1.0,0.0,73
173,CBS,-0.1779,Mon Jan 08 06:47:45 +0000 2018,0.124,0.876,0.0,74
174,CBS,0.0,Mon Jan 08 06:47:12 +0000 2018,0.0,1.0,0.0,75
175,CBS,-0.2732,Mon Jan 08 06:47:11 +0000 2018,0.208,0.792,0.0,76
176,CBS,-0.296,Mon Jan 08 06:47:10 +0000 2018,0.115,0.885,0.0,77
177,CBS,0.0,Mon Jan 08 06:46:56 +0000 2018,0.0,1.0,0.0,78
178,CBS,0.0,Mon Jan 08 06:46:21 +0000 2018,0.0,1.0,0.0,79
179,CBS,0.0772,Mon Jan 08 06:45:47 +0000 2018,0.0,0.929,0.071,80
180,CBS,0.0,Mon Jan 08 06:45:46 +0000 2018,0.0,1.0,0.0,81
181,CBS,0.0,Mon Jan 08 06:45:40 +0000 2018,0.0,1.0,0.0,82
182,CBS,-0.7088,Mon Jan 08 06:45:26 +0000 2018,0.296,0.704,0.0,83
183,CBS,0.25,Mon Jan 08 06:44:52 +0000 2018,0.0,0.882,0.118,84
184,CBS,0.25,Mon Jan 08 06:44:30 +0000 2018,0.0,0.882,0.118,85
185,CBS,0.0,Mon Jan 08 06:44:11 +0000 2018,0.0,1.0,0.0,86
186,CBS,0.0,Mon Jan 08 06:44:07 +0000 2018,0.0,1.0,0.0,87
187,CBS,-0.4215,Mon Jan 08 06:44:01 +0000 2018,0.175,0.726,0.098,88
188,CBS,0.3612,Mon Jan 08 06:44:00 +0000 2018,0.0,0.872,0.128,89
189,CBS,0.25,Mon Jan 08 06:43:58 +0000 2018,0.0,0.882,0.118,90
190,CBS,0.6597,Mon Jan 08 06:43:35 +0000 2018,0.0,0.597,0.403,91
191,CBS,0.0,Mon Jan 08 06:43:31 +0000 2018,0.0,1.0,0.0,92
192,CBS,-0.1451,Mon Jan 08 06:42:42 +0000 2018,0.115,0.79,0.094,93
193,CBS,0.25,Mon Jan 08 06:42:40 +0000 2018,0.0,0.882,0.118,94
194,CBS,0.7184,Mon Jan 08 06:42:23 +0000 2018,0.0,0.667,0.333,95
195,CBS,-0.4767,Mon Jan 08 06:42:20 +0000 2018,0.154,0.846,0.0,96
196,CBS,0.3182,Mon Jan 08 06:41:37 +0000 2018,0.0,0.881,0.119,97
197,CBS,0.0,Mon Jan 08 06:41:22 +0000 2018,0.0,1.0,0.0,98
198,CBS,0.25,Mon Jan 08 06:41:22 +0000 2018,0.0,0.882,0.118,99
199,CBS,-0.5859,Mon Jan 08 06:41:11 +0000 2018,0.147,0.853,0.0,100
200,CNN,0.0,Mon Jan 08 07:04:29 +0000 2018,0.127,0.784,0.09,1
201,CNN,0.3987,Mon Jan 08 07:04:29 +0000 2018,0.0,0.691,0.309,2
202,CNN,0.2023,Mon Jan 08 07:04:28 +0000 2018,0.094,0.781,0.125,3
203,CNN,-0.1779,Mon Jan 08 07:04:28 +0000 2018,0.108,0.892,0.0,4
204,CNN,-0.2263,Mon Jan 08 07:04:28 +0000 2018,0.083,0.868,0.049,5
205,CNN,0.6275,Mon Jan 08 07:04:27 +0000 2018,0.124,0.592,0.284,6
206,CNN,-0.3182,Mon Jan 08 07:04:27 +0000 2018,0.095,0.905,0.0,7
207,CNN,0.3818,Mon Jan 08 07:04:27 +0000 2018,0.118,0.676,0.206,8
208,CNN,0.5859,Mon Jan 08 07:04:27 +0000 2018,0.0,0.858,0.142,9
209,CNN,-0.3595,Mon Jan 08 07:04:26 +0000 2018,0.185,0.815,0.0,10
210,CNN,0.3182,Mon Jan 08 07:04:26 +0000 2018,0.0,0.897,0.103,11
211,CNN,-0.128,Mon Jan 08 07:04:26 +0000 2018,0.111,0.889,0.0,12
212,CNN,0.0,Mon Jan 08 07:04:26 +0000 2018,0.0,1.0,0.0,13
213,CNN,-0.2263,Mon Jan 08 07:04:25 +0000 2018,0.083,0.868,0.049,14
214,CNN,-0.3182,Mon Jan 08 07:04:25 +0000 2018,0.095,0.905,0.0,15
215,CNN,0.0,Mon Jan 08 07:04:25 +0000 2018,0.0,1.0,0.0,16
216,CNN,0.0,Mon Jan 08 07:04:24 +0000 2018,0.0,1.0,0.0,17
217,CNN,0.0,Mon Jan 08 07:04:23 +0000 2018,0.0,1.0,0.0,18
218,CNN,0.0,Mon Jan 08 07:04:23 +0000 2018,0.0,1.0,0.0,19
219,CNN,0.4404,Mon Jan 08 07:04:22 +0000 2018,0.0,0.791,0.209,20
220,CNN,0.0,Mon Jan 08 07:04:22 +0000 2018,0.0,1.0,0.0,21
221,CNN,-0.3182,Mon Jan 08 07:04:22 +0000 2018,0.095,0.905,0.0,22
222,CNN,0.0,Mon Jan 08 07:04:22 +0000 2018,0.0,1.0,0.0,23
223,CNN,-0.8457,Mon Jan 08 07:04:21 +0000 2018,0.358,0.577,0.065,24
224,CNN,-0.7049,Mon Jan 08 07:04:21 +0000 2018,0.244,0.756,0.0,25
225,CNN,-0.743,Mon Jan 08 07:04:21 +0000 2018,0.24,0.76,0.0,26
226,CNN,0.0,Mon Jan 08 07:04:21 +0000 2018,0.0,1.0,0.0,27
227,CNN,-0.128,Mon Jan 08 07:04:21 +0000 2018,0.122,0.776,0.102,28
228,CNN,-0.5574,Mon Jan 08 07:04:21 +0000 2018,0.265,0.735,0.0,29
229,CNN,0.0516,Mon Jan 08 07:04:21 +0000 2018,0.083,0.827,0.09,30
230,CNN,-0.2263,Mon Jan 08 07:04:20 +0000 2018,0.121,0.792,0.087,31
231,CNN,-0.34,Mon Jan 08 07:04:20 +0000 2018,0.175,0.825,0.0,32
232,CNN,0.6808,Mon Jan 08 07:04:20 +0000 2018,0.0,0.789,0.211,33
233,CNN,-0.6248,Mon Jan 08 07:04:20 +0000 2018,0.247,0.644,0.108,34
234,CNN,0.0,Mon Jan 08 07:04:20 +0000 2018,0.0,1.0,0.0,35
235,CNN,0.2023,Mon Jan 08 07:04:18 +0000 2018,0.0,0.87,0.13,36
236,CNN,-0.7269,Mon Jan 08 07:04:17 +0000 2018,0.337,0.663,0.0,37
237,CNN,0.25,Mon Jan 08 07:04:17 +0000 2018,0.0,0.895,0.105,38
238,CNN,0.0,Mon Jan 08 07:04:17 +0000 2018,0.0,1.0,0.0,39
239,CNN,-0.34,Mon Jan 08 07:04:17 +0000 2018,0.148,0.758,0.095,40
240,CNN,-0.0333,Mon Jan 08 07:04:16 +0000 2018,0.126,0.793,0.081,41
241,CNN,0.5859,Mon Jan 08 07:04:16 +0000 2018,0.0,0.858,0.142,42
242,CNN,0.0,Mon Jan 08 07:04:16 +0000 2018,0.0,1.0,0.0,43
243,CNN,-0.5423,Mon Jan 08 07:04:16 +0000 2018,0.304,0.696,0.0,44
244,CNN,-0.1779,Mon Jan 08 07:04:16 +0000 2018,0.127,0.776,0.098,45
245,CNN,0.0,Mon Jan 08 07:04:15 +0000 2018,0.0,1.0,0.0,46
246,CNN,0.0,Mon Jan 08 07:04:15 +0000 2018,0.0,1.0,0.0,47
247,CNN,0.1244,Mon Jan 08 07:04:15 +0000 2018,0.154,0.66,0.186,48
248,CNN,0.0,Mon Jan 08 07:04:15 +0000 2018,0.0,1.0,0.0,49
249,CNN,-0.8008,Mon Jan 08 07:04:14 +0000 2018,0.301,0.699,0.0,50
250,CNN,0.7269,Mon Jan 08 07:04:13 +0000 2018,0.0,0.757,0.243,51
251,CNN,-0.296,Mon Jan 08 07:04:13 +0000 2018,0.145,0.855,0.0,52
252,CNN,0.0,Mon Jan 08 07:04:12 +0000 2018,0.0,1.0,0.0,53
253,CNN,0.0,Mon Jan 08 07:04:11 +0000 2018,0.0,1.0,0.0,54
254,CNN,-0.34,Mon Jan 08 07:04:10 +0000 2018,0.145,0.855,0.0,55
255,CNN,0.4588,Mon Jan 08 07:04:10 +0000 2018,0.0,0.4,0.6,56
256,CNN,-0.5994,Mon Jan 08 07:04:10 +0000 2018,0.284,0.623,0.093,57
